name,year,injury_type,risk_score,hdc,population,collisions,injuries,collision_rate_per_100k,injury_rate_per_100k,geography
53033028802,2022,Serious Injury,46,Yes,6032,2,2,33.15649867,33.15649867,Census Tract 2010
53033028802,2022,Serious Injury,46,Yes,6243,4,5,64.07176037,80.08970046,Census Tract 2010
53033028802,2022,Traffic Related Deaths,46,Yes,6243,2,3,32.03588019,48.05382028,Census Tract 2010
53033028901,2010,Traffic Related Deaths,24,Yes,3368,1,1,29.6912114,29.6912114,Census Tract 2010
53033028901,2012,Serious Injury,24,Yes,3344,1,1,29.90430622,29.90430622,Census Tract 2010
53033028901,2012,Traffic Related Deaths,24,Yes,3344,2,2,59.80861244,59.80861244,Census Tract 2010
53033028901,2015,Serious Injury,24,Yes,3377,1,1,29.61208173,29.61208173,Census Tract 2010
53033028901,2016,Serious Injury,24,Yes,3425,1,1,29.19708029,29.19708029,Census Tract 2010
53033028901,2017,Serious Injury,24,Yes,3419,3,3,87.74495467,87.74495467,Census Tract 2010
53033028901,2019,Serious Injury,24,Yes,3645,1,1,27.43484225,27.43484225,Census Tract 2010
53033028901,2020,Serious Injury,24,Yes,3651,1,1,27.38975623,27.38975623,Census Tract 2010
53033028901,2020,Serious Injury,24,Yes,3730,1,1,26.80965147,26.80965147,Census Tract 2010
53033028901,2021,Serious Injury,24,Yes,3719,1,2,26.88894864,53.77789728,Census Tract 2010
53033028902,2010,Serious Injury,50,Yes,6495,2,2,30.79291763,30.79291763,Census Tract 2010
53033028902,2011,Serious Injury,50,Yes,6465,1,1,15.4679041,15.4679041,Census Tract 2010
53033028902,2012,Serious Injury,50,Yes,6442,7,8,108.6619062,124.1850357,Census Tract 2010
53033028902,2012,Traffic Related Deaths,50,Yes,6442,1,1,15.52312946,15.52312946,Census Tract 2010
53033028902,2014,Serious Injury,50,Yes,6487,2,3,30.83089255,46.24633883,Census Tract 2010
53033028902,2015,Serious Injury,50,Yes,6480,3,3,46.2962963,46.2962963,Census Tract 2010
53033028902,2016,Serious Injury,50,Yes,6540,3,3,45.87155963,45.87155963,Census Tract 2010
53033028902,2017,Serious Injury,50,Yes,6478,3,3,46.31058969,46.31058969,Census Tract 2010
53033028902,2018,Serious Injury,50,Yes,6215,2,2,32.18020917,32.18020917,Census Tract 2010
53033028902,2018,Traffic Related Deaths,50,Yes,6215,1,1,16.09010459,16.09010459,Census Tract 2010
53033028902,2019,Serious Injury,50,Yes,6400,1,1,15.625,15.625,Census Tract 2010
53033028902,2019,Traffic Related Deaths,50,Yes,6400,1,1,15.625,15.625,Census Tract 2010
53033028902,2020,Serious Injury,50,Yes,3730,1,1,26.80965147,26.80965147,Census Tract 2010
53033028902,2020,Serious Injury,50,Yes,7175,4,4,55.74912892,55.74912892,Census Tract 2010
53033028902,2020,Traffic Related Deaths,50,Yes,3730,1,1,26.80965147,26.80965147,Census Tract 2010
53033028902,2021,Serious Injury,50,Yes,3964,1,1,25.22704339,25.22704339,Census Tract 2010
53033028902,2021,Serious Injury,50,Yes,7095,2,2,28.1888654,28.1888654,Census Tract 2010
53033028902,2021,Traffic Related Deaths,50,Yes,7095,1,1,14.0944327,14.0944327,Census Tract 2010
53033028902,2022,Serious Injury,50,Yes,3880,1,1,25.77319588,25.77319588,Census Tract 2010
53033028902,2022,Serious Injury,50,Yes,7162,5,5,69.81290142,69.81290142,Census Tract 2010
53033028902,2022,Traffic Related Deaths,50,Yes,7162,1,1,13.96258028,13.96258028,Census Tract 2010
53033029001,2011,Serious Injury,20,Yes,4248,1,1,23.54048964,23.54048964,Census Tract 2010
53033029001,2015,Serious Injury,20,Yes,4333,1,2,23.07869836,46.15739672,Census Tract 2010
53033029001,2020,Serious Injury,20,Yes,4487,1,1,22.28660575,22.28660575,Census Tract 2010
53033029003,2010,Serious Injury,42,Yes,5466,2,2,36.58982803,36.58982803,Census Tract 2010
53033029003,2012,Serious Injury,42,Yes,5448,1,3,18.35535977,55.0660793,Census Tract 2010
53033029003,2012,Traffic Related Deaths,42,Yes,5448,1,1,18.35535977,18.35535977,Census Tract 2010
53033029003,2017,Serious Injury,42,Yes,5780,1,1,17.30103806,17.30103806,Census Tract 2010
53033029003,2021,Serious Injury,42,Yes,6293,1,1,15.89067218,15.89067218,Census Tract 2010
53033029004,2010,Serious Injury,52,Yes,3751,1,1,26.65955745,26.65955745,Census Tract 2010
53033029004,2012,Serious Injury,52,Yes,3703,1,1,27.00513097,27.00513097,Census Tract 2010
53033029004,2013,Serious Injury,52,Yes,3730,1,1,26.80965147,26.80965147,Census Tract 2010
53033029004,2015,Serious Injury,52,Yes,3766,1,1,26.55337228,26.55337228,Census Tract 2010
53033029004,2015,Traffic Related Deaths,52,Yes,3766,2,2,53.10674456,53.10674456,Census Tract 2010
53033029004,2016,Serious Injury,52,Yes,3794,4,4,105.4296257,105.4296257,Census Tract 2010
53033029004,2016,Traffic Related Deaths,52,Yes,3794,1,1,26.35740643,26.35740643,Census Tract 2010
53033029004,2017,Serious Injury,52,Yes,3854,4,4,103.7882719,103.7882719,Census Tract 2010
53033029004,2017,Traffic Related Deaths,52,Yes,3854,3,3,77.84120394,77.84120394,Census Tract 2010
53033029004,2018,Serious Injury,52,Yes,3876,1,1,25.7997936,25.7997936,Census Tract 2010
53033029004,2019,Serious Injury,52,Yes,3864,2,2,51.75983437,51.75983437,Census Tract 2010
53033029004,2020,Serious Injury,52,Yes,6264,1,1,15.9642401,15.9642401,Census Tract 2010
53033029004,2021,Serious Injury,52,Yes,4204,1,1,23.78686965,23.78686965,Census Tract 2010
53033029004,2021,Serious Injury,52,Yes,6293,4,4,63.5626887,63.5626887,Census Tract 2010
53033029004,2022,Serious Injury,52,Yes,6297,1,1,15.88057805,15.88057805,Census Tract 2010
53033029004,2022,Traffic Related Deaths,52,Yes,6297,1,1,15.88057805,15.88057805,Census Tract 2010
53033029101,2010,Serious Injury,30,Yes,2990,1,1,33.44481605,33.44481605,Census Tract 2010
53033029101,2012,Serious Injury,30,Yes,2958,3,3,101.4198783,101.4198783,Census Tract 2010
53033029101,2014,Serious Injury,30,Yes,2988,1,1,33.46720214,33.46720214,Census Tract 2010
53033029101,2015,Serious Injury,30,Yes,3003,1,1,33.3000333,33.3000333,Census Tract 2010
53033029101,2015,Traffic Related Deaths,30,Yes,3003,1,1,33.3000333,33.3000333,Census Tract 2010
53033029101,2016,Serious Injury,30,Yes,3019,1,1,33.12355084,33.12355084,Census Tract 2010
53033029101,2016,Traffic Related Deaths,30,Yes,3019,1,1,33.12355084,33.12355084,Census Tract 2010
53033029101,2017,Serious Injury,30,Yes,3052,1,1,32.76539974,32.76539974,Census Tract 2010
53033029101,2017,Traffic Related Deaths,30,Yes,3052,1,1,32.76539974,32.76539974,Census Tract 2010
53033029101,2018,Serious Injury,30,Yes,3304,1,1,30.26634383,30.26634383,Census Tract 2010
53033029101,2019,Serious Injury,30,Yes,3515,2,2,56.89900427,56.89900427,Census Tract 2010
53033029101,2020,Serious Injury,30,Yes,6194,1,1,16.14465612,16.14465612,Census Tract 2010
53033029101,2020,Serious Injury,30,Yes,7175,1,1,13.93728223,13.93728223,Census Tract 2010
53033029101,2020,Traffic Related Deaths,30,Yes,4232,1,1,23.6294896,23.6294896,Census Tract 2010
53033029101,2021,Serious Injury,30,Yes,4227,1,1,23.65744026,23.65744026,Census Tract 2010
53033029101,2021,Serious Injury,30,Yes,7095,1,1,14.0944327,14.0944327,Census Tract 2010
53033029101,2021,Traffic Related Deaths,30,Yes,4227,1,1,23.65744026,23.65744026,Census Tract 2010
53033029101,2022,Traffic Related Deaths,30,Yes,7162,1,1,13.96258028,13.96258028,Census Tract 2010
53033029102,2010,Serious Injury,27,Yes,4329,1,1,23.1000231,23.1000231,Census Tract 2010
53033029102,2010,Traffic Related Deaths,27,Yes,4329,1,2,23.1000231,46.2000462,Census Tract 2010
53033029102,2011,Serious Injury,27,Yes,4277,3,3,70.14262333,70.14262333,Census Tract 2010
53033029102,2011,Traffic Related Deaths,27,Yes,4277,1,1,23.38087444,23.38087444,Census Tract 2010
53033029102,2012,Serious Injury,27,Yes,4279,2,2,46.7398925,46.7398925,Census Tract 2010
53033029102,2012,Traffic Related Deaths,27,Yes,4279,1,1,23.36994625,23.36994625,Census Tract 2010
53033029102,2013,Serious Injury,27,Yes,4313,1,1,23.1857176,23.1857176,Census Tract 2010
53033029102,2014,Serious Injury,27,Yes,4327,3,4,69.33210076,92.44280102,Census Tract 2010
53033029102,2014,Traffic Related Deaths,27,Yes,4327,2,2,46.22140051,46.22140051,Census Tract 2010
53033029102,2015,Serious Injury,27,Yes,4345,1,1,23.01495972,23.01495972,Census Tract 2010
53033029102,2016,Serious Injury,27,Yes,4377,4,4,91.38679461,91.38679461,Census Tract 2010
53033029102,2017,Serious Injury,27,Yes,4454,1,1,22.45172878,22.45172878,Census Tract 2010
53033029102,2018,Serious Injury,27,Yes,4474,4,6,89.40545373,134.1081806,Census Tract 2010
53033029102,2018,Traffic Related Deaths,27,Yes,4474,2,2,44.70272687,44.70272687,Census Tract 2010
53033029102,2019,Serious Injury,27,Yes,4479,3,3,66.97923644,66.97923644,Census Tract 2010
53033029102,2019,Traffic Related Deaths,27,Yes,4479,3,3,66.97923644,66.97923644,Census Tract 2010
53033029102,2020,Serious Injury,27,Yes,4016,3,4,74.70119522,99.60159363,Census Tract 2010
53033029102,2020,Serious Injury,27,Yes,4232,1,1,23.6294896,23.6294896,Census Tract 2010
53033029102,2020,Serious Injury,27,Yes,7175,1,1,13.93728223,13.93728223,Census Tract 2010
53033029102,2020,Traffic Related Deaths,27,Yes,4016,1,1,24.90039841,24.90039841,Census Tract 2010
53033029102,2021,Serious Injury,27,Yes,4204,3,4,71.36060894,95.14747859,Census Tract 2010
53033029102,2021,Serious Injury,27,Yes,4227,3,3,70.97232079,70.97232079,Census Tract 2010
53033029102,2021,Serious Injury,27,Yes,4678,1,1,21.37665669,21.37665669,Census Tract 2010
53033029102,2021,Traffic Related Deaths,27,Yes,4204,1,1,23.78686965,23.78686965,Census Tract 2010
53033029102,2022,Serious Injury,27,Yes,4540,2,3,44.05286344,66.07929515,Census Tract 2010
53033029102,2022,Serious Injury,27,Yes,4666,1,1,21.43163309,21.43163309,Census Tract 2010
53033029102,2022,Traffic Related Deaths,27,Yes,4206,2,2,47.55111745,47.55111745,Census Tract 2010
53033029102,2022,Traffic Related Deaths,27,Yes,4540,1,1,22.02643172,22.02643172,Census Tract 2010
53033029203,2010,Traffic Related Deaths,49,Yes,3537,1,1,28.27254736,28.27254736,Census Tract 2010
53033029203,2011,Serious Injury,49,Yes,3550,2,2,56.33802817,56.33802817,Census Tract 2010
53033029203,2013,Serious Injury,49,Yes,3535,1,2,28.28854314,56.57708628,Census Tract 2010
53033029203,2014,Serious Injury,49,Yes,3527,1,1,28.35270768,28.35270768,Census Tract 2010
53033029203,2015,Serious Injury,49,Yes,3526,1,2,28.36074872,56.72149745,Census Tract 2010
53033029203,2017,Serious Injury,49,Yes,3897,4,4,102.6430588,102.6430588,Census Tract 2010
53033029203,2018,Serious Injury,49,Yes,4264,1,1,23.4521576,23.4521576,Census Tract 2010
53033029203,2018,Traffic Related Deaths,49,Yes,4264,1,1,23.4521576,23.4521576,Census Tract 2010
53033029203,2019,Serious Injury,49,Yes,4594,1,1,21.76752286,21.76752286,Census Tract 2010
53033029203,2020,Serious Injury,49,Yes,4406,2,2,45.39264639,45.39264639,Census Tract 2010
53033029203,2021,Serious Injury,49,Yes,4853,3,4,61.81743252,82.42324335,Census Tract 2010
53033029203,2021,Traffic Related Deaths,49,Yes,4853,1,1,20.60581084,20.60581084,Census Tract 2010
53033029203,2022,Serious Injury,49,Yes,4760,6,7,126.0504202,147.0588235,Census Tract 2010
53033029203,2022,Traffic Related Deaths,49,Yes,4760,1,1,21.00840336,21.00840336,Census Tract 2010
53033029204,2010,Serious Injury,38,Yes,6666,4,6,60.0060006,90.0090009,Census Tract 2010
53033029204,2011,Serious Injury,38,Yes,6597,2,3,30.31681067,45.47521601,Census Tract 2010
53033029204,2012,Serious Injury,38,Yes,6641,2,2,30.11594639,30.11594639,Census Tract 2010
53033029204,2013,Serious Injury,38,Yes,6761,2,2,29.58142287,29.58142287,Census Tract 2010
53033029204,2014,Traffic Related Deaths,38,Yes,6791,1,1,14.72537182,14.72537182,Census Tract 2010
53033029204,2015,Serious Injury,38,Yes,6829,1,1,14.64343242,14.64343242,Census Tract 2010
53033029204,2016,Serious Injury,38,Yes,6918,2,2,28.91008962,28.91008962,Census Tract 2010
53033029204,2017,Serious Injury,38,Yes,7028,3,3,42.68639727,42.68639727,Census Tract 2010
53033029204,2019,Serious Injury,38,Yes,7097,3,3,42.27138227,42.27138227,Census Tract 2010
53033029204,2020,Serious Injury,38,Yes,4406,4,4,90.78529278,90.78529278,Census Tract 2010
53033029204,2021,Serious Injury,38,Yes,4853,2,2,41.21162168,41.21162168,Census Tract 2010
53033029204,2022,Serious Injury,38,Yes,4760,2,2,42.01680672,42.01680672,Census Tract 2010
53033029205,2013,Serious Injury,33,Yes,4565,1,1,21.90580504,21.90580504,Census Tract 2010
53033029205,2014,Serious Injury,33,Yes,4583,1,1,21.81976871,21.81976871,Census Tract 2010
53033029205,2021,Serious Injury,33,Yes,5127,1,2,19.50458358,39.00916715,Census Tract 2010
53033029206,2010,Serious Injury,44,Yes,3853,5,5,129.7690112,129.7690112,Census Tract 2010
53033029206,2010,Traffic Related Deaths,44,Yes,3853,2,2,51.90760446,51.90760446,Census Tract 2010
53033029206,2011,Serious Injury,44,Yes,3792,7,8,184.5991561,210.9704641,Census Tract 2010
53033029206,2012,Serious Injury,44,Yes,3823,13,14,340.0470834,366.2045514,Census Tract 2010
53033029206,2012,Traffic Related Deaths,44,Yes,3823,1,1,26.15746796,26.15746796,Census Tract 2010
53033029206,2013,Serious Injury,44,Yes,3883,4,5,103.0131342,128.7664177,Census Tract 2010
53033029206,2013,Traffic Related Deaths,44,Yes,3883,1,1,25.75328354,25.75328354,Census Tract 2010
53033029206,2014,Serious Injury,44,Yes,3909,5,5,127.9099514,127.9099514,Census Tract 2010
53033029206,2015,Serious Injury,44,Yes,3937,10,12,254.000508,304.8006096,Census Tract 2010
53033029206,2015,Traffic Related Deaths,44,Yes,3937,3,3,76.2001524,76.2001524,Census Tract 2010
53033029206,2016,Serious Injury,44,Yes,4014,8,9,199.3024415,224.2152466,Census Tract 2010
53033029206,2016,Traffic Related Deaths,44,Yes,4014,2,2,49.82561036,49.82561036,Census Tract 2010
53033029206,2017,Serious Injury,44,Yes,4097,10,10,244.0810349,244.0810349,Census Tract 2010
53033029206,2017,Traffic Related Deaths,44,Yes,4097,1,1,24.40810349,24.40810349,Census Tract 2010
53033029206,2018,Serious Injury,44,Yes,4124,8,8,193.986421,193.986421,Census Tract 2010
53033029206,2018,Traffic Related Deaths,44,Yes,4124,3,3,72.74490786,72.74490786,Census Tract 2010
53033029206,2019,Serious Injury,44,Yes,4103,12,13,292.4689252,316.8413356,Census Tract 2010
53033029206,2019,Traffic Related Deaths,44,Yes,4103,5,5,121.8620522,121.8620522,Census Tract 2010
53033029206,2020,Serious Injury,44,Yes,4406,1,1,22.6963232,22.6963232,Census Tract 2010
53033029206,2020,Serious Injury,44,Yes,4583,9,13,196.3779184,283.6569932,Census Tract 2010
53033029206,2020,Serious Injury,44,Yes,5119,1,1,19.53506544,19.53506544,Census Tract 2010
53033029206,2020,Serious Injury,44,Yes,6194,1,1,16.14465612,16.14465612,Census Tract 2010
53033029206,2020,Traffic Related Deaths,44,Yes,4583,2,2,43.63953742,43.63953742,Census Tract 2010
53033029206,2021,Serious Injury,44,Yes,4585,5,6,109.0512541,130.8615049,Census Tract 2010
53033029206,2021,Serious Injury,44,Yes,4853,3,3,61.81743252,61.81743252,Census Tract 2010
53033029206,2021,Serious Injury,44,Yes,5127,1,1,19.50458358,19.50458358,Census Tract 2010
53033029206,2021,Serious Injury,44,Yes,6232,2,2,32.09242619,32.09242619,Census Tract 2010
53033029206,2021,Traffic Related Deaths,44,Yes,4585,1,1,21.81025082,21.81025082,Census Tract 2010
53033029206,2021,Traffic Related Deaths,44,Yes,4853,1,1,20.60581084,20.60581084,Census Tract 2010
53033029206,2022,Serious Injury,44,Yes,4580,8,10,174.6724891,218.3406114,Census Tract 2010
53033029206,2022,Serious Injury,44,Yes,6243,1,1,16.01794009,16.01794009,Census Tract 2010
53033029206,2022,Traffic Related Deaths,44,Yes,4580,1,1,21.83406114,21.83406114,Census Tract 2010
53033029206,2022,Traffic Related Deaths,44,Yes,6243,1,1,16.01794009,16.01794009,Census Tract 2010
53033029303,2011,Serious Injury,29,Yes,7481,1,1,13.3671969,13.3671969,Census Tract 2010
53033029303,2013,Serious Injury,29,Yes,7501,1,1,13.33155579,13.33155579,Census Tract 2010
53033029303,2017,Serious Injury,29,Yes,8223,1,2,12.1610118,24.32202359,Census Tract 2010
53033029303,2020,Serious Injury,29,Yes,3532,4,5,113.2502831,141.5628539,Census Tract 2010
53033029303,2022,Serious Injury,29,Yes,3509,1,1,28.49814762,28.49814762,Census Tract 2010
53033029303,2022,Serious Injury,29,Yes,4993,1,1,20.02803925,20.02803925,Census Tract 2010
53033029304,2011,Serious Injury,22,Yes,4882,1,1,20.48340844,20.48340844,Census Tract 2010
53033029304,2018,Serious Injury,22,Yes,5370,1,2,18.62197393,37.24394786,Census Tract 2010
53033029304,2022,Serious Injury,22,Yes,6266,1,1,15.95914459,15.95914459,Census Tract 2010
53033029305,2011,Serious Injury,30,No,3878,1,1,25.78648788,25.78648788,Census Tract 2010
53033029305,2012,Serious Injury,30,No,3983,1,1,25.10670349,25.10670349,Census Tract 2010
53033029305,2013,Traffic Related Deaths,30,No,4150,1,1,24.09638554,24.09638554,Census Tract 2010
53033029305,2014,Serious Injury,30,No,4184,1,2,23.90057361,47.80114723,Census Tract 2010
53033029305,2015,Serious Injury,30,No,4239,1,2,23.59046945,47.1809389,Census Tract 2010
53033029305,2017,Serious Injury,30,No,4353,1,1,22.97266253,22.97266253,Census Tract 2010
53033029305,2018,Traffic Related Deaths,30,No,4392,1,1,22.76867031,22.76867031,Census Tract 2010
53033029305,2019,Serious Injury,30,No,4440,1,1,22.52252252,22.52252252,Census Tract 2010
53033029306,2010,Traffic Related Deaths,27,No,3283,1,1,30.45994517,30.45994517,Census Tract 2010
53033029306,2011,Traffic Related Deaths,27,No,3425,1,1,29.19708029,29.19708029,Census Tract 2010
53033029306,2012,Serious Injury,27,No,3562,1,1,28.07411567,28.07411567,Census Tract 2010
53033029306,2012,Traffic Related Deaths,27,No,3562,1,1,28.07411567,28.07411567,Census Tract 2010
53033029306,2017,Serious Injury,27,No,3895,1,1,25.67394095,25.67394095,Census Tract 2010
53033029306,2019,Serious Injury,27,No,4018,1,1,24.88800398,24.88800398,Census Tract 2010
53033029306,2019,Traffic Related Deaths,27,No,4018,1,1,24.88800398,24.88800398,Census Tract 2010
53033029306,2020,Serious Injury,27,No,4665,1,1,21.43622722,21.43622722,Census Tract 2010
53033029306,2021,Serious Injury,27,No,4367,1,1,22.89901534,22.89901534,Census Tract 2010
53033029306,2021,Serious Injury,27,No,4670,2,2,42.82655246,42.82655246,Census Tract 2010
53033029306,2022,Serious Injury,27,No,4363,1,1,22.92000917,22.92000917,Census Tract 2010
53033029306,2022,Serious Injury,27,No,4666,4,4,85.72653236,85.72653236,Census Tract 2010
53033029307,2010,Serious Injury,20,No,3883,2,2,51.50656709,51.50656709,Census Tract 2010
53033029307,2014,Serious Injury,20,No,3966,1,1,25.21432173,25.21432173,Census Tract 2010
53033029307,2019,Serious Injury,20,No,4076,1,1,24.53385672,24.53385672,Census Tract 2010
53033029307,2020,Serious Injury,20,No,3902,1,1,25.62788314,25.62788314,Census Tract 2010
53033029307,2020,Serious Injury,20,No,4363,1,2,22.92000917,45.84001834,Census Tract 2010
53033029307,2021,Serious Injury,20,No,3904,2,2,51.2295082,51.2295082,Census Tract 2010
53033029307,2021,Traffic Related Deaths,20,No,4367,1,1,22.89901534,22.89901534,Census Tract 2010
53033029307,2022,Serious Injury,20,No,6266,1,1,15.95914459,15.95914459,Census Tract 2010
53033029403,2010,Serious Injury,39,Yes,5535,3,4,54.20054201,72.26738934,Census Tract 2010
53033029403,2010,Traffic Related Deaths,39,Yes,5535,3,4,54.20054201,72.26738934,Census Tract 2010
53033029403,2013,Serious Injury,39,Yes,5536,1,1,18.06358382,18.06358382,Census Tract 2010
53033029403,2015,Serious Injury,39,Yes,5641,1,1,17.72735331,17.72735331,Census Tract 2010
53033029403,2016,Serious Injury,39,Yes,5753,3,3,52.14670607,52.14670607,Census Tract 2010
53033029403,2017,Serious Injury,39,Yes,5857,1,1,17.07358716,17.07358716,Census Tract 2010
53033029403,2018,Traffic Related Deaths,39,Yes,5891,1,1,16.97504668,16.97504668,Census Tract 2010
53033029403,2020,Traffic Related Deaths,39,Yes,4665,1,1,21.43622722,21.43622722,Census Tract 2010
53033029403,2021,Serious Injury,39,Yes,4670,1,1,21.41327623,21.41327623,Census Tract 2010
53033029403,2022,Serious Injury,39,Yes,6304,2,2,31.72588832,31.72588832,Census Tract 2010
53033029405,2010,Serious Injury,22,No,5861,1,2,17.06193482,34.12386965,Census Tract 2010
53033029405,2013,Traffic Related Deaths,22,No,5848,1,1,17.0998632,17.0998632,Census Tract 2010
53033029405,2014,Serious Injury,22,No,5890,1,1,16.97792869,16.97792869,Census Tract 2010
53033029405,2016,Serious Injury,22,No,5963,1,1,16.77008217,16.77008217,Census Tract 2010
53033029405,2016,Traffic Related Deaths,22,No,5963,1,1,16.77008217,16.77008217,Census Tract 2010
53033029405,2017,Serious Injury,22,No,6083,1,3,16.43925695,49.31777084,Census Tract 2010
53033029405,2018,Serious Injury,22,No,6111,1,1,16.36393389,16.36393389,Census Tract 2010
53033029405,2021,Serious Injury,22,No,6282,1,1,15.91849729,15.91849729,Census Tract 2010
53033029405,2022,Serious Injury,22,No,6304,1,1,15.86294416,15.86294416,Census Tract 2010
53033029406,2012,Traffic Related Deaths,22,No,4953,1,1,20.18978397,20.18978397,Census Tract 2010
53033029406,2015,Serious Injury,22,No,5053,1,1,19.79022363,19.79022363,Census Tract 2010
53033029407,2011,Serious Injury,46,Yes,4885,2,2,40.94165814,40.94165814,Census Tract 2010
53033029407,2011,Traffic Related Deaths,46,Yes,4885,2,2,40.94165814,40.94165814,Census Tract 2010
53033029407,2012,Serious Injury,46,Yes,4894,1,1,20.43318349,20.43318349,Census Tract 2010
53033029407,2013,Serious Injury,46,Yes,4922,2,2,40.63388866,40.63388866,Census Tract 2010
53033029407,2014,Serious Injury,46,Yes,4942,1,2,20.23472278,40.46944557,Census Tract 2010
53033029407,2015,Serious Injury,46,Yes,4975,1,1,20.10050251,20.10050251,Census Tract 2010
53033029407,2016,Serious Injury,46,Yes,5021,1,1,19.91635132,19.91635132,Census Tract 2010
53033029407,2017,Serious Injury,46,Yes,5100,3,3,58.82352941,58.82352941,Census Tract 2010
53033029407,2018,Serious Injury,46,Yes,5129,2,2,38.99395594,38.99395594,Census Tract 2010
53033029407,2019,Serious Injury,46,Yes,5103,2,2,39.19263179,39.19263179,Census Tract 2010
53033029407,2019,Traffic Related Deaths,46,Yes,5103,1,1,19.59631589,19.59631589,Census Tract 2010
53033029407,2021,Serious Injury,46,Yes,5109,2,2,39.14660403,39.14660403,Census Tract 2010
53033029408,2010,Serious Injury,37,Yes,4376,2,2,45.70383912,45.70383912,Census Tract 2010
53033029408,2011,Traffic Related Deaths,37,Yes,4325,1,1,23.12138728,23.12138728,Census Tract 2010
53033029408,2012,Serious Injury,37,Yes,4330,1,1,23.09468822,23.09468822,Census Tract 2010
53033029408,2013,Serious Injury,37,Yes,4366,2,2,45.80852038,45.80852038,Census Tract 2010
53033029408,2015,Serious Injury,37,Yes,4400,2,2,45.45454545,45.45454545,Census Tract 2010
53033029408,2017,Serious Injury,37,Yes,4495,1,1,22.24694105,22.24694105,Census Tract 2010
53033029408,2018,Serious Injury,37,Yes,4510,2,3,44.345898,66.51884701,Census Tract 2010
53033029408,2020,Serious Injury,37,Yes,6305,1,1,15.86042823,15.86042823,Census Tract 2010
53033029502,2021,Serious Injury,28,No,4217,1,2,23.71354043,47.42708086,Census Tract 2010
53033029503,2010,Serious Injury,45,Yes,7896,1,1,12.66464032,12.66464032,Census Tract 2010
53033029503,2011,Serious Injury,45,Yes,7797,1,1,12.82544568,12.82544568,Census Tract 2010
53033029503,2011,Traffic Related Deaths,45,Yes,7797,1,1,12.82544568,12.82544568,Census Tract 2010
53033029503,2013,Serious Injury,45,Yes,7856,4,4,50.91649695,50.91649695,Census Tract 2010
53033029503,2014,Serious Injury,45,Yes,7878,1,1,12.69357705,12.69357705,Census Tract 2010
53033029503,2015,Serious Injury,45,Yes,7923,1,1,12.62148176,12.62148176,Census Tract 2010
53033029503,2016,Serious Injury,45,Yes,8010,2,3,24.96878901,37.45318352,Census Tract 2010
53033029503,2016,Traffic Related Deaths,45,Yes,8010,1,1,12.48439451,12.48439451,Census Tract 2010
53033029503,2017,Serious Injury,45,Yes,8232,2,2,24.29543246,24.29543246,Census Tract 2010
53033029503,2019,Serious Injury,45,Yes,8281,2,2,24.1516725,24.1516725,Census Tract 2010
53033029503,2020,Serious Injury,45,Yes,3964,1,1,25.22704339,25.22704339,Census Tract 2010
53033029503,2020,Serious Injury,45,Yes,4844,1,1,20.64409579,20.64409579,Census Tract 2010
53033029503,2022,Serious Injury,45,Yes,4724,1,1,21.16850127,21.16850127,Census Tract 2010
53033029504,2010,Serious Injury,39,Yes,5292,3,3,56.6893424,56.6893424,Census Tract 2010
53033029504,2011,Serious Injury,39,Yes,5256,1,1,19.02587519,19.02587519,Census Tract 2010
53033029504,2012,Serious Injury,39,Yes,5259,3,3,57.0450656,57.0450656,Census Tract 2010
53033029504,2013,Serious Injury,39,Yes,5324,2,2,37.56574005,37.56574005,Census Tract 2010
53033029504,2014,Serious Injury,39,Yes,5444,3,4,55.10653931,73.47538575,Census Tract 2010
53033029504,2015,Serious Injury,39,Yes,5535,4,4,72.26738934,72.26738934,Census Tract 2010
53033029504,2016,Serious Injury,39,Yes,5625,3,3,53.33333333,53.33333333,Census Tract 2010
53033029504,2016,Traffic Related Deaths,39,Yes,5625,3,3,53.33333333,53.33333333,Census Tract 2010
53033029504,2017,Serious Injury,39,Yes,5723,1,1,17.47335314,17.47335314,Census Tract 2010
53033029504,2018,Serious Injury,39,Yes,5762,3,3,52.06525512,52.06525512,Census Tract 2010
53033029504,2018,Traffic Related Deaths,39,Yes,5762,1,1,17.35508504,17.35508504,Census Tract 2010
53033029504,2019,Serious Injury,39,Yes,5820,3,3,51.54639175,51.54639175,Census Tract 2010
53033029504,2020,Serious Injury,39,Yes,6469,1,2,15.45833977,30.91667955,Census Tract 2010
53033029504,2020,Traffic Related Deaths,39,Yes,6469,2,2,30.91667955,30.91667955,Census Tract 2010
53033029504,2021,Serious Injury,39,Yes,5109,1,1,19.57330202,19.57330202,Census Tract 2010
53033029504,2022,Serious Injury,39,Yes,5105,3,3,58.76591577,58.76591577,Census Tract 2010
53033029504,2022,Serious Injury,39,Yes,6464,1,1,15.47029703,15.47029703,Census Tract 2010
53033029601,2010,Serious Injury,37,Yes,7153,1,1,13.98014819,13.98014819,Census Tract 2010
53033029601,2010,Traffic Related Deaths,37,Yes,7153,1,1,13.98014819,13.98014819,Census Tract 2010
53033029601,2011,Serious Injury,37,Yes,7049,7,7,99.30486594,99.30486594,Census Tract 2010
53033029601,2014,Serious Injury,37,Yes,7165,1,1,13.95673412,13.95673412,Census Tract 2010
53033029601,2015,Serious Injury,37,Yes,7200,1,1,13.88888889,13.88888889,Census Tract 2010
